,Comment,Date,Insult,Usage
230,"""No clause in any of your sentences is true.""",20120527211629Z,0,PrivateTest
231,"""I love my federal government. I trust my federal government a LOT more than I trust the Fortune 500 company I work for. I trust my federal government a LOT more than I trust the global corporations I do business with, like Wells-Fargo, Chase, Bank of America, Disney, GE, Exxon, American Airlines, Shell, BP, Toyota, GM, Walmart, Allstate, Time Warner, Cox Cable, Verizon, AT&T, State Farm, etc.\n\xa0\nGlobal corporations want to pollute the air, ground, and water as much as legally permitted \u2013 and more if possible. My federal government wants to clean up the environment.\n\xa0\nGlobal corporations want to lay me off the moment is it profitable to do so. My federal government wants to help me if I'm unemployed and looking for work.\n\xa0\nGlobal health corporations want to increase the cost of medical care and they don't care whether I can afford it or not. My federal government wants to make sure I have access to medical care.\n\xa0\nGlobal corporations pay lobbyists who bribe and corrupt elected officials and government employees, undermining my democracy. My federal government prosecutes a few of those who offer bribes, but I wish they'd work a lot harder on this one. Lots of CEOs need to be in the slammer.""",20120610154032Z,0,PrivateTest
232,"""3Rd row 1st lady fish man she can hold a pole""",20120528223356Z,0,PrivateTest
233,"""Bill Clinton = NAFTA\n\nyou are about to be confused.....again!""",20120529204559Z,0,PrivateTest
234,"""Now we find out: ""is Dirks\xa0 batting 7th a Good Thing?""""",20120528180015Z,0,PrivateTest
235,"""@asianqueen  get back in the kitchen and make some madras""",,0,PrivateTest
236,"""But it seems like you read it...""",20120610002238Z,0,PublicTest
237,"""if the Obamamites wish to believe the economy is getting better I think we need to have an inspector general to look into fast & furious, Solyndra, China Gate, and many many other corruption theories Obama is pulling the rug out to try to get re-elected ask yourself with trillions in debt why would he want more time, is this just because greed is addictive and he cannot get enough, so he has to rape more social programs, he has to take more work over seas,is there an end to the\\xc2\\xa0Illinois, shade down of America,\\xc2\\xa0\\xc2\\xa0""",,0,PrivateTest
238,"""He just likes to suck on men. He is a faggot.\n\nBasically a worthless no use human""",20120320182501Z,1,PublicTest
239,"""Yes you are. Don't play me like I'm a fool, fool.""",20120502201444Z,0,PrivateTest
240,"""I fucking love your username""",20120611204239Z,0,PrivateTest
241,"""Stupid fool, maybe you should read the article before posting""",20120620022458Z,1,PrivateTest
242,"""One doesn't have a cat, the cat has you""",20120515133245Z,0,PublicTest
243,"""Rubio has been bought and payed for by the Kochs. You have to be stupid thinking\xa0because\xa0he's latino that he wont crap on you like any other GOP...""",20120529201607Z,0,PrivateTest
244,"""Jenny you are and continue to be an inspiration!""",20120530115422Z,0,PublicTest
245,"""@AngryPanda\xa0Overtime is always good, except for the having to work part. I just sent in an application to Sam's Club that's about a block away from my house, hoping to get that job even if it's a late night shift stocking shelves. I think I'd actually prefer that so I wouldn't have to deal with people.""",20120620031150Z,0,PublicTest
246,"""Now you are jumping on the bandwagon, because your gravy train may be affected by this childish ass bullshit.\xa0 It is so not sincere you should have apologized when you threw the bottle at Kenya because she would NOT admit to YOU what she said, and when you ran across the table because you were offended at what Jen said to someone who had JUST slapped her!!!\xa0 C'mon now.\xa0 I understand your hurt and beef with Jen but you have taken it to another level that makes you look like a HATER.\xa0 Jen has made you look like a complete fool because she is being a LADY!!!\xa0 Kesha made Tami look like a even bigger fool/bully because she is being a LADY.\xa0 Both you and Tami are making Shaunie look like a BIG PIMP!!!""",20120515215646Z,0,PublicTest
247,"""You are an idiot.\xa0 You give real conservatives a bad name.\xa0 Of course, YOU'D give a saint a bad name.\xa0 You're an example of the people we can do without.""",20120620095539Z,1,PrivateTest
248,"""@JJRothery Donors have already given Planned Parenthood with $650000 in just one day""",,0,PrivateTest
249,"""I know, horrid man, not taking a bundle of something fishy from Karchner. Are you actually as daft as you sound or are you putting it on ?""",20120619235607Z,1,PublicTest
250,"""Can @NoahRothman be any more of a teabagger??? \xa0I understand the whole ""fair and balanced"" thing but posting plain bullshit is ... wait, that's Fox News. \xa0Noah's trying to steal ""fair and balanced"" from Fox??? \xa0Noah ... here's a clue ... your boat has sailed!""",20120611200757Z,0,PublicTest
251,"""<cite>You're the most depressingly buttf++ked piece of shite ever to vomit their halfassed moronic excuses for the English language on this site. \xa0You think you're being clever, but your grasp of colloquialisms and sarcasm are hilariously pathetic. You're a fool. Your posts are puerile and you personally have no value. \xa0Nobody here likes you. H\xe9ll, nobody here even <i>tolerates you</i>. If these people could recognize you on the street they would spit on you.\xa0\n\nNow do us all a huge favor and <b>go fuckyourself with a chainsaw</b>. \xa0Slowly and painfully.\n</cite>""",20120609173134Z,1,PrivateTest
252,"""That's one hellaciously gorgeous cock.""",20120610062708Z,0,PrivateTest
253,"""It's yet another piece of crap you have to remember on every trip.""",20120612000234Z,0,PrivateTest
254,"""@Hoodathunk He's gonna have to do more than tie Obama's hands, he'll have to hit him on the head too. And that just ain't right.""",,0,PrivateTest
255,"""@jakesnake99 @PaulMomo @ben. @TiMB FIFA makes me think of ""Song 2"" every time.\\n\\n \\n\\nhttp://youtu.be/hfjOmE81yDc""",,0,PrivateTest
256,"""You apparently don't watch the celtics floppers lmao""",20120527175414Z,0,PrivateTest
257,"""You are a loser.\xa0 Always whining about the ownership.\xa0 It is not society's fault you still live in your momma's basement and you are overweight.""",20120320165052Z,1,PrivateTest
258,"""And while we're at it, we should teach our children that marriage is indeed a fully committed, stable relationship that should only be embarked upon when they sincerely believe they have found that absolutely right partner you mention.""",20120529155552Z,0,PrivateTest
259,"""Since Leah doesn't come around anymore I'll make her normal comments for her.\n\nI'LL BLOW OUT HIS BIRTHDAY CANDLE!\n\nSPREAD MY WINGS (MEAT CURTAINS) AND SING!\n\nI think I covered it!\n\nHAPPY FUCKDAY, FIFTY!\n\nx""",20120618215819Z,0,PrivateTest
260,"""""I AM,"" NOT DEFINED BY WHAT I DO. BUT BY WHAT I AM. WHAT\xa0I AM IS NOT EARTH TRUTH BUT UNIVERSAL TRUTH, A VALUE CREATOR, ENDOWED WITH WITH CHRIST CONSCIOUSNES. UNLIMITED IN POTENTIAL, AN UNLIMITED IN UNIVERSAL INTELLIGENCE.\xa0I AM ONE WITH ALL THERE IS. I AM WOVEN IN THE DELICATE TAPESTRY, A GRID WORK OF MANY COLORS. CONSCIOUSNESS DEFINE MATTER, CONSCIOUNESS ALTERS MATTER, CONSCIOUNESS CREATES MATTER. CHANGE THE FORM OF YOUR THOUGHTS AND YOIU WILL CHANGE YOUR EXPERIENCE. NON JUDGEMENT, TENDERNESS, NEUTRALLITY AND CHOSE TO NOT CHOSE IS REAL POWER. ONLY WHEN WHEN THE ONES OF \xa0HUMANITY UNIFIES IN THOUGHT, WILL WE FIND THE PEACE THAT WE SEEK. I AM ONLY HERE AS AN INSTRUMENT TO HELP YOU REALIZE WHO YOU ARE BEYOND, MINDS THOUGHT AND FORM. THAT IS WHO IAM.""",20120529172623Z,0,PrivateTest
261,"""is this the first aakar patel article you read? there is a clear pro-pakistan anti-india angle and bias in all of his writing ever, and if you cannot notice that you are a dumb brainless IQ-less idiot. if you do not know about it, then you are an unaware uneducated loudmouth who needs to collect some facts first.\n\ntyroinfinzie ... italian scum""",20120611054925Z,1,PrivateTest
262,"""Malia, go take an intelligence test so you can see, in black and white, how room temp you are. Then get rid of the dog. Now if for any reason you cannot do these two things then start spelling your name the right way.. I D I O T.""",20120620160202Z,1,PublicTest
263,"""nizam emitante i am not fan for any actor movie is not good hindi original flick dabaang is excellent watch both the movies and tell me gabbar singh is worst movie""",20120610053120Z,0,PrivateTest
264,"""He had the potential but blew every one of his chances.\\n\\n \\n\\nNot good enough for Arsenal and he'll not be missed.\\n\\n \\n\\nI expect him to be at Spurs in 10 years or so.""",,0,PrivateTest
265,"""I'm a little fed up with you also. I usually just\nignore your childish petulant posts.\xa0 You\ndon\u2019t add much to the discussion any more.""",20120610131755Z,1,PublicTest
266,"""""Democratic Progress"":\n\nhttp://www.thedailybeast.com/articles/2012/05/28/exclusive-libya-s-civil-crackdown-worries-democracy-advocates.html""",20120528213418Z,0,PrivateTest
267,"""Fucking idiots. They should all be in jail. Make things worse for all of us responsible and respectful cyclists.""",20120618211714Z,0,PrivateTest
268,"""Holy cow!  I just woke up to the fact that if government has a ""spending problem"", maybe that spending could actually be put to work stimulating the economy!  The idea that if government doesn't invest AND business doesn't invest, that that will somehow grow the economy - it's laughable!  Boy, what a chump I've been!""",20120611181457Z,0,PrivateTest
269,"""Nobody understands why you're a Paulbot, probably not even Ron Paul.""",20120619180715Z,0,PrivateTest
270,"""My point is that there are no Facts yet. \xa0That's for a jury to decide.\n\nYou'r saying Zimmerman was acting in self defense is ""boot-strapping"": you are using your conclusion as proof of your assumption.\nStop it!\n\nYou know better.""",20120620043941Z,0,PublicTest
271,"""<b> The AV Club:</b>\n<i> Oh, fuck Megan's mother</i>\n\nSorry, Yuri, I've always wanted to.""",20120611221637Z,0,PrivateTest
272,"""And if you don't tell them that you're breaking, then they'll just unintentionally wait for you to just crack. They definitely won't help you unless you ask for it.""",20120529125905Z,0,PublicTest
273,""""" we let you in""? Who's we? YOU didn't let anyone in. You are a nobody, you have no say, remember? Nobody that is actually responsible or has a say on who comes and goes shares you're views. That's why ""we"" are here. You are a loser. Don't ever forget or let someone tell you otherwise. End of discussion.""",20120609231946Z,1,PrivateTest
274,"""So disappointing. What an ass. Hollywood actors and singers have turn it into a town of druggies. They deserve their fate. """,,0,PrivateTest
275,"""MrRobP: I think this conversation honestly just boils down to a matter of opinion. I like Burton's Batman's too but i felt he changed so much as well to fit his gothic style. Just like Nolan changes a lot to fit his realism edge. I dont want ultra realism for all comic books i just feel it really works for Batman. Plus i like more mature movies and the darkness in this series really makes me believe that these people can exist out there. When i saw TDK, an aspect that made it so mezmerizing and great for me was that i can truly believe that a man like Ledger's Joker is out there somewhere, idk but it made the experience of that film so visceral. But that approach wouldnt work for Spiderman or\xa0 Avengers or basicallly all other superhero movies. Nolan's Batman gives the audience something no other superhero movie can give. One that can honestly happen, and that makes it more fantastical in my opinion.""",20120529045121Z,0,PublicTest
276,"""@james3012   really?? more name calling?? i would have never guessed it. what a sad little boy you must be. just because the big kids bully you at school doesnt mean you have to try to be some internet gangster because i promise you you are not scaring anyone. you must be a wh fan. once again you guys continue to prove my comments about no class no character true. maybe for now on that can be your clubs motto.... NO CLASS NO CHARACTER by the way your comment ""Just be glad someone from Manchester actually has a career"" doesnt really make much sense. actually it doesnt make any sense at all. but what else can we expect from dense people such as yourself and the other two i was talking to. keep supporting rubbish people who shouldnt be allowed to profit from the beautiful game. ok i will shut it because i know you are feeble minded so go back to your nintendo""",,0,PrivateTest
277,"""Not unless some come back or show up!\xa0\xa0 They seem to have pretty much done whatever trolls do when their arse has been soundly kicked.""",20120610045347Z,0,PrivateTest
278,"""All I do is work work work work \n\nAll I want is golf golf golf golf""",20120529124818Z,0,PublicTest
279,"""It would seem like it's a start to get the ball rolling. No plea deals, to spring people out of jail that still have a ""misguided"" mentality.\n\nTaking a stand starts at home, but that's a can of worms I'm afraid...""",20120619134125Z,0,PrivateTest
280,"""Guest I have been reading your post for a while,are you a female?""",20120502214541Z,0,PrivateTest
281,"""\\xc2\\xa0So if the majority in a state legislator votes in favor of gay marriage, it becomes law - simple right?""",,0,PublicTest
282,"""look, douchey,\xa0 how about i holster my cock in your mouth\xa0 hmmmmm?\n\nlike i said,\xa0 FOX NEWS is number one for a reason..\ndeal with it\n\nand im sure the closer we get to november more and more people will see how much this dickwad in chief has been fucking up this great country.\n\nNothing\xa0I \xa0say is going to sink in your thick bubble head.\xa0 If its not comming from the left, then your libtard brain says its lies... so you are helpless""",20120320174412Z,1,PrivateTest
283,"""The vocals in this song aren't the normal kpop boy band that you normally here from kpop. they seem...stronger, which is impressive because you can't normally have that strong while still being in sync""",20120515121824Z,0,PublicTest
284,"""Everyone here (even gays) will tell u that you are a stupidfaggot who is brainless and proves the anti-gay cause right.. lol""",20120619003611Z,1,PrivateTest
285,"""@imjustsaying....: you got that right afro-american negro & we don't have respect for negro's who is still a ""PU-CEE"" to the clans from the south, so they make up an excuse to destroy one another & can't face the klans to get revenge.""",20120611214131Z,1,PublicTest
286,"""@Kick Ass I've been reading around.  The GOP wants it both ways.""",,0,PrivateTest
287,"""What people are sick of is asstards like you. Self-deport, mofo!""",20120320184552Z,1,PrivateTest
288,"""It's a free country.\xa0 She can talk about anything she wants.""",20120610000958Z,0,PublicTest
289,"""@David   Considering the proven litigious nature of SGK, I suspect it's not so much a lack of will, but a lack of funding to fight off their bulldog legal team(s).\\n\\n """,,0,PrivateTest
290,"""BBU, What are you planting if you don't mind me asking.""",20120530061011Z,0,PrivateTest
291,"""You say that Marriage is a divine institution. Let me just crack open my King James Bible here and see what it has to say. \\n\\nIn Genesis 2:24, I must stone my bride-to-be to death if she is not a virgin on her wedding night. Also, can't marry outside my faith, so best put that on the books as a legal requirement for marriage.Deuteronomy 22:28-29, I could just rape a woman, pay her father 30 silver and she is compelled to marry me. Quick, we need to add exemptions to our sexual assault laws so that we allow for rapist-victim marriages.\\xc2\\xa0\\n\\nI could follow in the footsteps of Abraham, Caleb, Jacob and Solomon and take concubines, as blessed by God.\\n\\nOR, instead of claiming that your biblical view of marriage is the ONLY justified view, you could allow for other interpretations in our laws. Such as equality and common sense.\\xc2\\xa0""",,0,PrivateTest
292,"""Why even enter if you knew you aren't good with freestylling w/o your notebook,sad thing is lyrically he better than 50% of these bum ass rappers....""",20120612032246Z,0,PrivateTest
293,"""@Bunny77@llindsay@jess1\\n\\nGinie Sayles books are great! Have you read Sophia Nelson\\'s book, ""Black Woman Redefined.""? She talks about how most BW\\'s social circles are lacking and gives advice on how to expand them for professional interests.\\n\\n \\n\\nI think expanding social circles and not self-segregating is one of the most important things BW need to do. There are a lot of BW that could be more advanced professionally, socially, etc. if they had better social and strategic circles. If we did we would see more BW CEO\\'s, etc.""",,0,PrivateTest
294,"""I am proud to be your friend, Denny... Tanks...""",20120609234503Z,0,PrivateTest
295,"""and you bash me...moron..\n\nyou can't be that stupid as to make the assertion and have nothing to provide as proof other than your assertion? Maybe you can be and the messaged attached proves it.""",20120619025337Z,1,PrivateTest
296,"""@ThunderWins Of course not. The better Ibaka does, the more he'll be able to fetch in trade (though it'd make the trade hurt more). Unless we're willing to go heavy into the tax for multiple seasons (highly unlikely with the harshness of the tax penalty under this CBA), it's either trade Ibaka or let him walk for nothing. """,,0,PrivateTest
297,"""Thank you. You are the first person that I know of to say that. I got it from reading his body language.""",20120527190023Z,0,PrivateTest
298,"""""Come on Eddie."" All of you know that is not technical worthy.""",20120529014904Z,0,PrivateTest
299,"""@Kenemeka Yeahhhhh!!!!....Now Kene can finally put down his rifle....and climb down the water tower!   Fletcher is my BOY!""",20120618210741Z,0,PrivateTest
300,"""A bit lower please, from what I see of your dick, it looks promising.""",20120619005418Z,0,PrivateTest
301,"""Look who's calling the kettle black!\xa0 Egyptian soldiers have killed some.\xa0 Shaken down many others, Sinai Arabs have raped women, shaken them down, and even held some for ransom.\xa0 And you dare to impugn Israel?\xa0 You hypocritical bastard!""",20120611205007Z,1,PublicTest
302,"""hey carles..hows this sound..fuck off about grimes..shes my fucking girlfriend..and your fucking annoying.. i fucking love her..and your a dick""",20120320073853Z,1,PrivateTest
303,"""Of course he fucking wants Harrison Ford. And Harrison Ford better fucking want him after his last 20 years of choices.""",20120528194247Z,0,PrivateTest
304,"""Novant, like so many other HUGE companies, WELCOMES the ability to cut the fat from their payroll. Due to the complete collapse of the economy, every single company FINALLY has the right to cut fat. Publicly, they say it's ""the economy, we hate to lay people off, we will hire many back when we can."" Privately, they are like ""woohoooo!! we can FINALLY do it!!"" They are now allowed to get out the HR files, go through sick leave, hr complaints, work-from-home ""workers"" that never get their work done....etc and they can pick and choose who gets laid off. The cream rises to the top. The bottom scum gets fired. You know, the way America USED TO be. They are lovin' it! Thousands of companies have rebounded well, and have TONS of cash on hand now that they have been able to trim the fat off their payrolls. Do you think even ONE of these companies will be ""twice-bitten"" and start hiring people back now that they see they can make MORE money with LESS employees??""",20120530143657Z,0,PublicTest
305,"""obj fuck u.......""",20120320111452Z,1,PrivateTest
306,"""YOu are one very SICK peron.\xa0 YOU are psychotic and that is a professional diagnoses by ME.\xa0 If you continue to your sick post I will have to report YOU and you will be commited to a psyhicatric hospital.""",20120611031029Z,1,PrivateTest
307,"""\\nWake up people. All Obama is doing is using the federal reserve and if he wins - \\xc2\\xa0tax increases to blow the budget out-of-control to fund his vision of who wins and loses in America !!!""",,0,PrivateTest
308,"""Gays make most peoples skin crawl. \xa0You are all fuckkled up.""",20120514050854Z,1,PrivateTest
309,"""BYTCH, you sound STUPID as F*CK!!! First off, if those were MY GOT DAMN kids (NOTE: I don\\'t have any kids,but if I DID,) I\\'d be calling my girlfriend up and letting her know that my kids would be referring to her as ""MOMMY SHANNON"" from now on, and if the BYTCH didn\\'t like it, TOO MOTHAF*CKIN BAD.... If her talentless a$$ didn\\'t have to pay for D!CK, she wouldn\\'t be having all these f*ckin issues in the FIRST PLACE, but apparently, her same sex game must be awfully WACK, because I\\'ve noticed that she never keeps any man she\\'s ever been with interested in her for more than a few years...Then she either gets DUMPED or CHEATED ON, and truth be told, SHANNON De LIMA is 100 times finer than J-LO is.....and this whore thinks she can stand up and walk on stage and act as if her pussy just gleamin like the damn day she was born.  Aint no man gonna touch that stanky fish ass sandwich no way!""",,1,PublicTest
310,"""Man not for nothing but them niggas was wack last night sung like four song and lefted. From the dude wit da spikey jean vest...""",20120620174512Z,0,PublicTest
311,"""Are you stupid?""",20120620002512Z,1,PublicTest
312,"""Who the hell are you to judge? Must be one of those who casts the first stone. Your NWO will fail\xa0period. You just don't know it yet, opps, now you do.""",20120611175721Z,0,PublicTest
313,"""@AK1984  I think you mean ""theirs enough""""",,0,PrivateTest
314,"""Thanks cowboy. You can get back to your bashing now because thats about all your good at on this board.""",20120529182133Z,1,PrivateTest
315,"""Great, another one. Really, we\\xc2\\xa0don't\\xc2\\xa0need any more of this crap. Your life sucks. People judge you. Good job, go tell your mom, not the internet. We. Don't. Care. Same with the stupid anti-religious\\xc2\\xa0(or, conversely,\\xc2\\xa0religious) posts on dbpb. Okay, so you don't think that abortion is bad. Okay, then. You don't need to shout it out to the world. Just like you don't think\\xc2\\xa0religion\\xc2\\xa0should exist, that it's evil, ect. Yeah, yeah, God bless ya, we don't need to hear it on this site. All it does it annoy people and start flame wars. Only thing flame wars are good for are to roast marshmallows.\\n\\n\\nSorry guys, I think I'm on some sort of man period >.<\\n\\nOff topic: Anyone else love Blackbird by the Beatles?""",,0,PrivateTest
316,"""He he he! That is funny. I see what you did. You took her name and changed some letters that make it sound like a criminal. Wow! Strong work!""",20120609172741Z,0,PrivateTest
317,"""30mm Rarden Cannon in the picture was always a good weapon. I used to repair them, good rates of fire as well.""",,0,PrivateTest
318,"""He's an idiot !""",20120619014221Z,1,PrivateTest
319,"""Have you read through ALL the comments yet?""",20120515145937Z,0,PrivateTest
320,"""That is one fat set of cock and balls!!! I'd try 'em on!!!""",20120610103000Z,0,PrivateTest
321,"""Run along to your Klan meeting now, hoodie. The truth is that TODAY, Democrats refuse to provide good educations to minorities and inner city children. You can bang that, ""the partys have switched"" drum all you want. BUT HERE IN THE 21ST CENTURY DEMOKRAUTS STILL DON\\'T TREAT MINORITIES VERY WELL BASED ON THEIR DENIAL OF QUALITY EDUCATIONS. PERIOD....AND THOSE MINORITIES ARE WAKING UP TO YOUR PARTY\\'S LIES A LITTLE MORE EVERYDAY!""",,0,PublicTest
322,"""Wait, all of your likes are gone?! 0_0""",20120529025049Z,0,PrivateTest
323,"""Apologies.\xa0 You are correct.\xa0 It was the 'terd fumes'.\xa0 Mea culpa, I certainly know better.\xa0 Sorry.""",20120611225632Z,0,PrivateTest
324,"""I guess actually smiling would help with the body language...""",20120612064015Z,0,PublicTest
325,"""You really wow us with such prose... You are so stupid...""",20120619181035Z,1,PrivateTest
326,"""are you saying lbj will fail covering rondo?""",20120527195239Z,0,PrivateTest
327,"""mmmm....you better learn to live with us!\xa0\nWe will be the majority, white trash. Or you can go back to your foggy land of the retard royality.""",20120610065355Z,1,PublicTest
328,"""QUE POCA MOTHER DE MILENIO NOTICIAS, SON UN FRAUDE JUNTO CON PE\xd1A NIETO, LA VERDAD QUE USTEDES UNDEN A EL P\xc0IS, TODO POR EL PUTO DINERO DE MIERDA, QUE BAJO HAS CAIDO MILENIO....FUCK YOU""",20120619035320Z,1,PrivateTest
329,"""Eve, I love your commentary on Bachelorette... my wife makes me watch it and I wholly look forward to you skewering it the next day.""",20120620151906Z,0,PublicTest
330,"""How dare you say such a hateful thing!""",20120514051226Z,0,PrivateTest
331,"""You'll be bloody miserable though!""",20120529050910Z,0,PrivateTest
332,"""then you better learn English than talking trash here.""",20120515130209Z,0,PublicTest
333,"""Charges were dropped?  No they weren't, they were plead down.  \n\nAlso, Underwood remained with the team after his rape/prostitution issue.  They let him go after he beat his wife.""",20120530135939Z,0,PrivateTest
334,"""My sister, I have never trolled this site. I am here only because I enjoy giving my unbiased opinions, asking questions, sparking open debates, and trying to get a feel of other people's perspective. Please stop calling me a troll because I feel like you are insulting me and I have not called you out of your name at all.""",20120620020821Z,0,PrivateTest
335,"""Let me see maybe it was a deep cut and his doctor told him not to fight.Normal\nPerson28 I told you before that the doctor was against it,and you still ask the same STUPID Question .Please just learn how to read it helps""",20120528212030Z,1,PrivateTest
336,"""You know, of course, that you are just another ""mac-douche"", right?""",20120619150457Z,1,PrivateTest
337,"""screw you. you have no idea what you are talking about""",20120529103519Z,1,PrivateTest
338,"""@TA@miami Agreed and the best one available on paper is Flynn. You have more to play backup in case he fails and a 2nd or 3rd on Tannehill, Weeden, or a flyer on a guy like Case Keenum gives us a far greater potential for success than we've had in a long time!""",,0,PrivateTest
339,"""I would have told her broke ass Norway! too.\\xc2\\xa0 Black white\\xc2\\xa0 it don't matter...ppl are ppl but what is done haunts Black skin and as long as a negro acts like that I will always feel ashamed it's someone from my race.""",,0,PrivateTest
340,"""Ideally, some issues that men more to one person than the other can lean in the direction of that person. \xa0Where this all breaks down is when the wife takes on the role of always deciding everything. \xa0Good riddance to that garbage. \xa0I am happier alone.""",20120527215015Z,0,PublicTest
341,"""oust: so they will change for the better if we start another war and fund it by cutting taxes on the rich?""",20120619000127Z,0,PrivateTest
342,"""This guy is just bitching for the sake of bitching. You know how I know? I used to be the same way when I was a miserable piece of shit. I can spot it from a mile away. If I gave a shit what my favorite bands wore, then I wouldn't have any favorite bands. Green Day has outlasted any punk rock band in history as far as reinventing and maintaining huge success.""",20120619230335Z,1,PublicTest
343,"""I personally don't give a toss about Palin, she is now just a media whore  LOL, she obviously lives in your head  """,,0,PrivateTest
344,"""fuck you faggot go suck your beho panot abnoy's small chinese dick (if anything's left, i heard it was shot off during the coup leaving abnoy with only one ball haha buti nga si panot)""",20120320063715Z,1,PrivateTest
345,"""Hi Elvis-  totally agree with everything you said - especially Jac and her messed up, misguided daughter whom she continued to bad mouth and trashing.  I would never share with the world that my daughter called her dad an a**hole - like Jac did.  The Menzos are all losers as you said. And Jac is a demented drunk. She punched Bozo Manzo and pulled Ashley hair.  Pretty sure she said that early this season in her talking head.""",20120619085921Z,0,PrivateTest
346,"""parker had more points, assists, rebounds then westbrook despite taking less shots. How did Westbrook do a terrific job on parker? lol\n_________________\n\nThunder fans are not very bright""",20120528151811Z,1,PublicTest
347,"""Not the ChickenHawks on this site....They whine like Little Girls about the Deficit and when some needed cuts are finally make their heads blow...""",,0,PrivateTest
348,"""Like you for slander!!""",20120502164557Z,0,PrivateTest
349,"""Apparently little else besides unnecessary longwindedness and ignorance of the facts is required to\\xc2\\xa0win a caption contest if it slams a Conservative.\\xc2\\xa0 Obama killed Bin-Laden and several other terrorists?\\xc2\\xa0 Really now... and when exactly did someone hand him a rifle and throw his ass out of that helicopter over Abbottabad?\\xc2\\xa0 As I recall, our Armed Forces... sent into\\xc2\\xa0that region\\xc2\\xa0by Obama's predecessor...\\xc2\\xa0accomplished that feat.\\n\\nObama's insulting salvo against our Governor the minute he met her and then arrogantly turning away from her\\xc2\\xa0the\\xc2\\xa0minute she attempted to respond\\xc2\\xa0is, of course, completely ignored... as also have been her repeated pleas for him to actually take the time to visit the border to see the situation first hand before continuing to pronounce judgment on our efforts to protect\\xc2\\xa0Arizona from the drug-related violence spilling into our State across the very border that Obama has refused to help us protect, as is supposed to be the Federal Government's (i.e., his) job.\\xc2\\xa0 \\xc2\\xa0\\n\\n\\xc2\\xa0But... the facts don't make for cutesy sucker-punch potshots against those who actually\\xc2\\xa0know them, now do they?\\xc2\\xa0 """,,0,PrivateTest
350,"""Because too many idiots sue to make money.""",20120609223628Z,1,PublicTest
351,"""How many terrorists are in the U.K?, cannot be deported because of their human rights, lets get them out 1st.""",,0,PrivateTest
352,"""\\xc2\\xa0don't forget the wh0re that is your mother, and the c um depository that is your wife""",,1,PrivateTest
353,"""lol I told you already if you actually read I amnot a birther and romney is not hid anything unlike Obama""",20120612033038Z,0,PublicTest
354,"""depth lol alot of unproven players""",20120530101902Z,0,PublicTest
355,"""I know you are speechless when you hear the truth.""",20120619190117Z,0,PublicTest
356,"""I hate whiny people, and most seem to be conservative""",20120611200108Z,0,PrivateTest
357,"""Have you ever seen a vibrant pond, full of life, being slowly smothered to death by algae fed on fertilizer run off?\\xc2\\xa0 The decline is fairly subtle in the beginning, perhaps a bit of turbidity to the water, a few dead fish, withered leaves, but then, as the algae blooms and grows, using up all the oxygen, soon nothing is left but rot.\\xc2\\xa0 In just the same way, the ever growing reach of the government's appetite for more and more money will suck the life blood out of this country, leaving nothing but a wasteland.""",,0,PublicTest
358,"""Seriously dude, fuck you. I'm catching up on the episodes I missed and now you've ruined the next one for me. Think before posting on the review of the PREVIOUS EPISODE next time. Asshole""",20120610080814Z,1,PrivateTest
359,"""Over priced and over rated,for the price of a ps3 i could get a Xbox and a blu ray player and if one broke id still have the other also you`re online service sucks no cross game chat you mad?""",,0,PrivateTest
360,"""doesn't matter who you are you could be jay z or nas or dr dre who ever if you fuck up long enough then do some shit like this your no longer a legend period lol""",20120610075418Z,0,PublicTest
361,"""Check your Zombie Manual. Headshots are the only cure.""",20120527213613Z,0,PrivateTest
362,"""start your congressional white caucus and stop crying like a beeeeoch about it.""",,1,PrivateTest
363,"""Maybe you just didn't listen.""",20120530105400Z,0,PrivateTest
364,"""dumbing down gop, dumbing down gop, dumbing down gop.\nYou have been repeating this every three minutes for hours now. Do you think\xa0repeating\xa0it over and over for hours on end makes you seem smart?Makes me think someone dumbed you down, but good.""",20120620132719Z,1,PublicTest
365,"""You are so ignorant but allowed to come out and share it with us.""",20120610130112Z,1,PrivateTest
366,"""@avclub-e576423831e043f7928d9ac113abbe6f:disqus\xa0\n\nI fucking predicted it last week.\n\nWhich means I'm better than the showrunner for this show (and so are you!)""",20120618200313Z,0,PrivateTest
367,"""Rubio is not a liberal. You have us liberals confused with repubtards.""",20120529162722Z,0,PrivateTest
368,"""Dont you have a cross burning to go to?""",20120530000549Z,1,PrivateTest
369,"""The answer to your question, as you are well aware, is ""no""""",20120515180031Z,0,PublicTest
370,"""Don't sell yourself short, Wayne. You are a crappy actor and a pathological liar.""",20120620011937Z,1,PrivateTest
371,"""it's spelled basement you idiot""",20120502133658Z,1,PrivateTest
372,"""Don't worry, maybe next year.""",,0,PrivateTest
373,"""Then go away Nobody here wants to hear your bull crap.\xa0 You're like the flu. Just when you think you're over the worst here you come with your lib talking points that make no sense and just show how d u m b you are.""",20120320201902Z,1,PrivateTest
374,"""When you get depressed, look at your beautiful water and your beautiful men!""",20120515224719Z,0,PrivateTest
375,"""We better run a little farther each time we go out ;-)""",20120502124410Z,0,PrivateTest
376,"""Yeah, Japanese game shows are completely outrageous.""",20120618200317Z,0,PublicTest
377,"""Lol.......Ralph you are the guys who are still in Moi era...""",20120529022604Z,0,PublicTest
